lat,lng,alt,timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro,x_grav,y_grav,z_grav,lum,activity
40.16635,-8.453739,172.33157,1529358299845,-1.1779473,3.8786068,9.80665,-1.6821483,-1.5075456,-1.4138563,-1.6821483,-1.5075456,-1.4138563,0.0,WALKING
40.16635,-8.453739,172.33157,1529358299845,-1.1779473,3.8786068,9.80665,-1.6821483,-1.5075456,-1.4138563,0.8452,2.9510999,9.3137,0.0,WALKING
40.16635,-8.453739,172.33157,1529358299846,-1.1779473,3.8786068,9.80665,-1.6278511,-1.747092,-1.372335,-1.6278511,-1.747092,-1.372335,0.0,WALKING
40.16635,-8.453739,172.33157,1529358299847,-1.1492168,3.7828386,9.959879,-1.6278511,-1.747092,-1.372335,-1.6278511,-1.747092,-1.372335,0.0,WALKING
40.16635,-8.453739,172.33157,1529358299847,-1.1492168,3.7828386,9.959879,-1.5661014,-1.9557636,-1.3244257,-1.5661014,-1.9557636,-1.3244257,0.0,WALKING
40.16635,-8.453739,172.33157,1529358299848,-0.91937345,3.7445314,10.113108,-1.5661014,-1.9557636,-1.3244257,-1.5661014,-1.9557636,-1.3244257,0.0,WALKING
40.16635,-8.453739,172.33157,1529358299848,-0.91937345,3.7445314,10.113108,-1.5661014,-1.9557636,-1.3244257,1.0947,2.6281998,9.3842,0.0,WALKING
40.16635,-8.453739,172.33157,1529358299849,-0.91937345,3.7445314,10.113108,-1.5054163,-2.1303663,-1.2829043,-1.5054163,-2.1303663,-1.2829043,0.0,WALKING
40.16635,-8.453739,172.33157,1529358299849,-0.51714754,3.7828386,10.208876,-1.5054163,-2.1303663,-1.2829043,-1.5054163,-2.1303663,-1.2829043,0.0,WALKING
40.16635,-8.453739,172.33157,1529358299850,-0.51714754,3.7828386,10.208876,-1.454313,-2.2698355,-1.2552234,-1.454313,-2.2698355,-1.2552234,0.0,WALKING
40.16635,-8.453739,172.33157,1529358299850,-0.095768064,3.7828386,10.295067,-1.454313,-2.2698355,-1.2552234,-1.454313,-2.2698355,-1.2552234,0.0,WALKING
40.16635,-8.453739,172.33157,1529358299850,-0.095768064,3.7828386,10.295067,-1.454313,-2.2698355,-1.2552234,1.2038,2.5607,9.3895,0.0,WALKING
40.16635,-8.453739,172.33157,1529358299850,-0.095768064,3.7828386,10.295067,-1.4181149,-2.3550076,-1.2477708,-1.4181149,-2.3550076,-1.2477708,0.0,WALKING
40.16635,-8.453739,172.33157,1529358299851,0.2777274,3.8498764,10.371682,-1.4181149,-2.3550076,-1.2477708,-1.4181149,-2.3550076,-1.2477708,0.0,WALKING
