lat;lng;alt;timestamp;x_acc;y_acc;z_acc;x_gyro;y_gyro;z_gyro;x_grav;y_grav;z_grav;lum;activity
40.194965;-0.13144415625;0.0;1524170031695;-0.02678513125;0.0185550640625;0.139312609375;-0.01926359375;0.00362646703125;0.00434177921875;-0.0192635265625;0.00362646703125;0.00434177921875;0.0;WALKING
40.194965;-0.13144415625;0.0;1524170031830;-0.006135141875;0.02618658125;0.1243488484375;0.00703671875;-0.00370964265625;3.992440625E-4;0.0070366765625;-0.00370964265625;3.992440625E-4;0.0;WALKING
40.194965;-0.13144415625;0.0;1524170031967;-0.029927521875;0.0517746140625;0.1668459375;0.00475765625;-0.0091160734375;-0.00209603125;0.00475765859375;-0.0091160734375;-0.00209603125;0.0;WALKING
40.194965;-0.13144415625;0.0;1524170032097;-0.013317746875;0.083348146875;0.1227028375;0.00677046875;-0.0089829921875;-3.992440625E-4;0.0067705140625;-0.0089829921875;-3.992440625E-4;0.0;WALKING
40.194965;-0.13144415625;0.0;1524170032225;0.013168109375;0.00897825625;0.213083953125;-8.3171875E-4;-0.0166351703125;-0.0124763771875;-8.31758484375E-4;-0.0166351703125;-0.0124763771875;0.0;WALKING
40.194965;-0.13144415625;0.0;1524170032349;0.0221463671875;0.0296282453125;0.13242928125;-0.00540640625;-0.00786843515625;-0.0115780775;-0.00540643;-0.00786843515625;-0.0115780775;0.0;WALKING
40.194965;-0.13144415625;0.0;1524170032478;0.00164601375;0.0427963546875;0.109834;-0.0053565625;0.00685368984375;-0.00324385796875;0.0119765625;0.053840621875;0.1429562421875;0.0;WALKING
40.194965;-0.13144415625;0.0;1524170032608;-0.01256955875;0.0345662875;0.132878203125;-0.013524375;0.0167848859375;0.0163191015625;-0.0135243921875;0.0167848859375;0.0163191015625;0.0;WALKING
40.194965;-0.13144415625;0.0;1524170032729;0.0;0.076614453125;0.1342249375;0.01620265625;-0.0108794015625;-0.00148053;0.0162026546875;-0.0108794015625;-0.00148053;0.0;WALKING
40.194965;-0.13144415625;0.0;1524170032859;0.00523731625;0.0541688125;0.177021296875;0.00718640625;-0.016036303125;-0.0102971703125;0.00718639328125;-0.016036303125;-0.0102971703125;0.0;WALKING
